2010 CPI forecasts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
             Fish and seafood,4.0 to 5.0,4.0 to 5.0,4.0 to 5.0,4.0 to 5.0,4.0 to 5.0,4.0 to 5.0,3.5 to 4.5,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0
        Eggs,0.0 to 1.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.5 to 3.5,3.5 to 4.5,3.5 to 4.5,1.5 to 2.5,1.5 to 2.5,0.0 to 1.0,0.0 to 1.0,1.5 to 2.5,0.0 to 1.0,0.0 to 1.0
        Dairy products,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5
        Fats and oils,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,4.0 to 5.0,4.0 to 5.0,4.0 to 5.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,1.5 to 2.5,1.5 to 2.5,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0
        Fruits and vegetables,3.0 to 4.0,3.0 to 4.0,2.5 to 3.5,2.5 to 3.5,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.5 to 3.5,1.5 to 2.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5
            Fresh fruits & vegetables,3.0 to 4.0,3.0 to 4.0,2.5 to 3.5,2.5 to 3.5,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.5 to 3.5,1.5 to 2.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5,0.5 to 1.5
              Fresh fruits,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,1.0 to 2.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0
              Fresh vegetables,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,2.0 to 3.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,0.5 to 1.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5,1.5 to 2.5
            Processed fruits & vegetables,3.5 to 4.5,3.5 to 4.5,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,1.0 to 2.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0
        Sugar and sweets,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.5 to 4.5,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0,2.0 to 3.0
        Cereals and bakery products,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,3.0 to 4.0,2.0 to 3.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0,1.0 to 2.0,0.0 to 1.0
        Nonalcoholic beverages,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,1.0 to 2.0,1.0 to 2.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0
        Other foods,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.5 to 3.5,2.0 to 3.0,1.0 to 2.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0,0.0 to 1.0
About this table: ,,,,,,,,,,,,,,,,,,
      1. Each column represents the month/year that the forecast was made. ,,,,,,,,,,,,,,,,,,
      2. Each cell represents the percent change range for each forecast. ,,,,,,,,,,,,,,,,,,
"Source: USDA, Economic Research Service.",,,,,,,,,,,,,,,,,,
"For questions, contact:",,,,,,,,,,,,,,,,,,
"Matthew MacLachlan, matthew.maclachlan@usda.gov or Megan Sweitzer, megan.sweitzer@usda.gov
",,,,,,,,,,,,,,,,,,
